#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
DOT1L	INPP4B	9940.ENSOARP00000015227	9940.ENSOARP00000012649	0	0	0	0	0	0	0	0.470	0.470
DOT1L	MEIS1	9940.ENSOARP00000015227	9940.ENSOARP00000021432	0	0	0	0	0	0	0	0.571	0.571
DOT1L	UBC	9940.ENSOARP00000015227	9940.ENSOARP00000019508	0	0	0	0	0.055	0.755	0	0	0.758
DUSP2	FOSL1	9940.ENSOARP00000015035	9940.ENSOARP00000000050	0	0	0	0	0.062	0.102	0	0.358	0.412
DUSP2	NFKBIA	9940.ENSOARP00000015035	9940.ENSOARP00000008048	0	0	0	0	0.095	0.066	0.079	0.471	0.533
DUSP2	FOSB	9940.ENSOARP00000015035	9940.ENSOARP00000010701	0	0	0	0	0.140	0.102	0	0.416	0.510
DUSP2	EGR3	9940.ENSOARP00000015035	9940.ENSOARP00000010934	0	0	0	0	0.109	0.061	0	0.379	0.435
DUSP2	ATF3	9940.ENSOARP00000015035	9940.ENSOARP00000011261	0	0	0	0	0.111	0.102	0	0.409	0.487
DUSP2	EGR1	9940.ENSOARP00000015035	9940.ENSOARP00000017688	0	0	0	0	0.176	0.061	0	0.344	0.448
DUSP5	FOSL1	9940.ENSOARP00000010233	9940.ENSOARP00000000050	0	0	0	0	0.062	0.102	0	0.353	0.407
DUSP6	EGR1	9940.ENSOARP00000016767	9940.ENSOARP00000017688	0	0	0	0	0.151	0.061	0	0.422	0.499
E2F2	CCNJ	9940.ENSOARP00000007862	9940.ENSOARP00000007489	0	0	0	0	0.052	0.218	0.259	0.146	0.468
E2F2	MXD1	9940.ENSOARP00000007862	9940.ENSOARP00000021203	0	0	0	0	0	0.098	0.245	0.297	0.479
E2F2	KDM7A	9940.ENSOARP00000007862	9940.ENSOARP00000013436	0	0	0	0	0.047	0.057	0	0.532	0.542
E2F2	RBL1	9940.ENSOARP00000007862	9940.ENSOARP00000018487	0	0	0	0	0.066	0.568	0.406	0.279	0.804
EDNRA	HAND2	9940.ENSOARP00000008763	9940.ENSOARP00000016468	0	0	0	0	0.066	0	0	0.482	0.496
EGFR	NRG1	9940.ENSOARP00000014758	9940.ENSOARP00000000211	0	0	0	0	0	0.454	0.933	0.601	0.984
EGFR	LRP2	9940.ENSOARP00000014758	9940.ENSOARP00000003860	0	0	0	0	0.086	0.143	0.367	0.220	0.561
EGFR	MUC1	9940.ENSOARP00000014758	9940.ENSOARP00000004043	0	0	0	0	0	0.570	0.054	0.725	0.878
EGFR	PIK3R1	9940.ENSOARP00000014758	9940.ENSOARP00000006294	0	0	0	0	0	0.738	0.948	0.473	0.992
EGFR	LIF	9940.ENSOARP00000014758	9940.ENSOARP00000006769	0	0	0	0	0	0	0.650	0.224	0.716
EGFR	VEGFC	9940.ENSOARP00000014758	9940.ENSOARP00000007296	0	0	0	0	0	0.043	0.650	0.352	0.764
EGFR	LOC101103623	9940.ENSOARP00000014758	9940.ENSOARP00000009333	0	0	0	0	0	0	0.650	0.273	0.734
EGFR	HSPA1A	9940.ENSOARP00000014758	9940.ENSOARP00000009461	0	0	0	0	0.051	0.226	0	0.408	0.527
EGFR	STAT2	9940.ENSOARP00000014758	9940.ENSOARP00000009831	0	0	0	0	0	0.218	0.277	0.641	0.779
EGFR	IL23A	9940.ENSOARP00000014758	9940.ENSOARP00000009923	0	0	0	0	0	0	0.650	0	0.650
EGFR	ABCC1	9940.ENSOARP00000014758	9940.ENSOARP00000010234	0	0	0	0	0.054	0.044	0	0.469	0.477
EGFR	CCL2	9940.ENSOARP00000014758	9940.ENSOARP00000010324	0	0	0	0	0	0	0	0.404	0.404
EGFR	RICTOR	9940.ENSOARP00000014758	9940.ENSOARP00000010402	0	0	0	0	0	0.131	0	0.376	0.434
EGFR	ERRFI1	9940.ENSOARP00000014758	9940.ENSOARP00000010801	0	0	0	0	0.087	0.925	0	0.333	0.950
EGFR	TGFA	9940.ENSOARP00000014758	9940.ENSOARP00000011905	0	0	0	0	0	0.872	0.307	0.948	0.995
EGFR	PRKDC	9940.ENSOARP00000014758	9940.ENSOARP00000012785	0	0	0	0	0	0.105	0	0.396	0.436
EGFR	CDON	9940.ENSOARP00000014758	9940.ENSOARP00000012950	0	0	0	0	0	0.103	0.100	0.344	0.424
EGFR	EPHA2	9940.ENSOARP00000014758	9940.ENSOARP00000013289	0	0	0	0.619	0.080	0.145	0.136	0.542	0.647
EGFR	TNS3	9940.ENSOARP00000014758	9940.ENSOARP00000013434	0	0	0	0	0	0.513	0	0.409	0.699
EGFR	NFKB1	9940.ENSOARP00000014758	9940.ENSOARP00000013630	0	0	0	0	0	0.075	0.049	0.445	0.469
EGFR	CD274	9940.ENSOARP00000014758	9940.ENSOARP00000014478	0	0	0	0	0	0	0	0.580	0.580
EGFR	EGR1	9940.ENSOARP00000014758	9940.ENSOARP00000017688	0	0	0	0	0	0.054	0	0.413	0.421
EGFR	ABL2	9940.ENSOARP00000014758	9940.ENSOARP00000017829	0	0	0.125	0.597	0	0.277	0.136	0.096	0.439
EGFR	CLDN1	9940.ENSOARP00000014758	9940.ENSOARP00000021989	0	0	0	0	0	0	0	0.441	0.441
EGFR	SDCBP	9940.ENSOARP00000014758	9940.ENSOARP00000016700	0	0	0	0	0	0.044	0	0.469	0.471
EGFR	SNX1	9940.ENSOARP00000014758	9940.ENSOARP00000022306	0	0	0	0	0	0.145	0	0.416	0.480
EGFR	CCN2	9940.ENSOARP00000014758	9940.ENSOARP00000015287	0	0	0	0	0	0.098	0	0.453	0.486
EGFR	ICAM1	9940.ENSOARP00000014758	9940.ENSOARP00000016801	0	0	0	0	0	0	0	0.500	0.500
EGFR	TNS1	9940.ENSOARP00000014758	9940.ENSOARP00000020886	0	0	0	0	0	0.443	0	0.146	0.503
EGFR	CASP8	9940.ENSOARP00000014758	9940.ENSOARP00000018175	0	0	0	0	0.051	0.046	0	0.544	0.551
EGFR	ADAM17	9940.ENSOARP00000014758	9940.ENSOARP00000016274	0	0	0	0	0.065	0	0.067	0.619	0.638
EGFR	UBC	9940.ENSOARP00000014758	9940.ENSOARP00000019508	0	0	0	0	0	0.398	0.531	0.237	0.765
EGFR	CSF2	9940.ENSOARP00000014758	9940.ENSOARP00000016551	0	0	0	0	0	0	0.650	0.418	0.787
EGFR	IRS1	9940.ENSOARP00000014758	9940.ENSOARP00000021991	0	0	0	0	0	0.102	0.660	0.508	0.837
EGFR	FGF7	9940.ENSOARP00000014758	9940.ENSOARP00000022568	0	0	0	0	0.047	0	0.655	0.545	0.837
EGFR	SH3KBP1	9940.ENSOARP00000014758	9940.ENSOARP00000016157	0	0	0	0	0	0.610	0.510	0.233	0.840
EGFR	PTPN12	9940.ENSOARP00000014758	9940.ENSOARP00000019500	0	0	0	0	0	0.339	0.780	0.263	0.883
EGFR	CSF1	9940.ENSOARP00000014758	9940.ENSOARP00000020785	0	0	0	0	0	0	0.650	0.766	0.914
EGFR	KITLG	9940.ENSOARP00000014758	9940.ENSOARP00000016728	0	0	0	0	0.079	0	0.900	0.312	0.931
EGFR	CD44	9940.ENSOARP00000014758	9940.ENSOARP00000020204	0	0	0	0	0	0.501	0	0.892	0.943
EGFR	PDGFRA	9940.ENSOARP00000014758	9940.ENSOARP00000020481	0	0	0	0.565	0.064	0.233	0.902	0.488	0.959
EGFR	HBEGF	9940.ENSOARP00000014758	9940.ENSOARP00000018804	0	0	0	0	0	0.540	0.991	0.945	0.999
EGR1	FOSL1	9940.ENSOARP00000017688	9940.ENSOARP00000000050	0	0	0	0	0	0.066	0.134	0.484	0.546
EGR1	ZFP36	9940.ENSOARP00000017688	9940.ENSOARP00000006501	0	0	0	0	0.385	0.067	0	0.312	0.571
EGR1	NR4A2	9940.ENSOARP00000017688	9940.ENSOARP00000008569	0	0	0	0	0.145	0.044	0	0.433	0.496
EGR1	FOSB	9940.ENSOARP00000017688	9940.ENSOARP00000010701	0	0	0	0	0.673	0.066	0.134	0.731	0.919
EGR1	EGR3	9940.ENSOARP00000017688	9940.ENSOARP00000010934	0	0	0.143	0.613	0.365	0	0.407	0.241	0.722
EGR1	ATF3	9940.ENSOARP00000017688	9940.ENSOARP00000011261	0	0	0	0	0.196	0.066	0.053	0.663	0.728
EGR1	NFKB1	9940.ENSOARP00000017688	9940.ENSOARP00000013630	0	0	0	0	0	0.094	0.053	0.401	0.441
EGR1	KLF6	9940.ENSOARP00000017688	9940.ENSOARP00000013841	0	0	0	0	0.112	0	0	0.381	0.427
EGR1	ETS1	9940.ENSOARP00000017688	9940.ENSOARP00000014038	0	0	0	0	0	0.048	0	0.463	0.467
EGR1	RUNX1	9940.ENSOARP00000017688	9940.ENSOARP00000014585	0	0	0	0	0	0.065	0.066	0.507	0.532
EGR1	EGFR	9940.ENSOARP00000017688	9940.ENSOARP00000014758	0	0	0	0	0	0.054	0	0.413	0.421
EGR1	DUSP2	9940.ENSOARP00000017688	9940.ENSOARP00000015035	0	0	0	0	0.176	0.061	0	0.344	0.448
EGR1	CCN2	9940.ENSOARP00000017688	9940.ENSOARP00000015287	0	0	0	0	0.089	0	0	0.545	0.567
EGR1	ETS2	9940.ENSOARP00000017688	9940.ENSOARP00000015589	0	0	0	0	0.164	0.048	0	0.324	0.415
EGR1	IRF1	9940.ENSOARP00000017688	9940.ENSOARP00000016180	0	0	0	0	0.201	0.103	0.055	0.395	0.536
EGR1	DUSP6	9940.ENSOARP00000017688	9940.ENSOARP00000016767	0	0	0	0	0.151	0.061	0	0.422	0.499
EGR1	NFKBIZ	9940.ENSOARP00000017688	9940.ENSOARP00000019997	0	0	0	0	0.192	0.094	0.052	0.241	0.402
EGR1	FOSL2	9940.ENSOARP00000017688	9940.ENSOARP00000020928	0	0	0	0	0.092	0.139	0.070	0.400	0.505
EGR1	CD44	9940.ENSOARP00000017688	9940.ENSOARP00000020204	0	0	0	0	0	0	0.102	0.478	0.511
EGR1	THBS1	9940.ENSOARP00000017688	9940.ENSOARP00000021538	0	0	0	0	0	0.099	0.066	0.475	0.519
EGR1	F3	9940.ENSOARP00000017688	9940.ENSOARP00000018602	0	0	0	0	0	0	0.330	0.383	0.569
EGR3	FOSL1	9940.ENSOARP00000010934	9940.ENSOARP00000000050	0	0	0	0	0	0.066	0.134	0.342	0.421
EGR3	NR4A2	9940.ENSOARP00000010934	9940.ENSOARP00000008569	0	0	0	0	0.136	0.044	0	0.434	0.491
EGR3	FOSB	9940.ENSOARP00000010934	9940.ENSOARP00000010701	0	0	0	0	0.282	0.066	0.134	0.642	0.764
EGR3	DUSP2	9940.ENSOARP00000010934	9940.ENSOARP00000015035	0	0	0	0	0.109	0.061	0	0.379	0.435
EGR3	ATF3	9940.ENSOARP00000010934	9940.ENSOARP00000011261	0	0	0	0	0.122	0.066	0.053	0.403	0.475
EGR3	EGR1	9940.ENSOARP00000010934	9940.ENSOARP00000017688	0	0	0.143	0.613	0.365	0	0.407	0.241	0.722
EIF2AK2	HERC5	9940.ENSOARP00000010460	9940.ENSOARP00000000543	0	0	0	0	0.151	0	0.510	0.427	0.741
EIF2AK2	ADAR	9940.ENSOARP00000010460	9940.ENSOARP00000003137	0	0	0	0.559	0.262	0.272	0	0.376	0.635
EIF2AK2	IFIH1	9940.ENSOARP00000010460	9940.ENSOARP00000006578	0	0	0	0	0.526	0.086	0.176	0.676	0.868
EIF2AK2	BIRC3	9940.ENSOARP00000010460	9940.ENSOARP00000006810	0	0	0	0	0	0	0.053	0.613	0.617
EIF2AK2	TRIM25	9940.ENSOARP00000010460	9940.ENSOARP00000007514	0	0	0	0	0.067	0.047	0.407	0.563	0.738
EIF2AK2	EPSTI1	9940.ENSOARP00000010460	9940.ENSOARP00000007966	0	0	0	0	0.263	0	0	0.362	0.509
EIF2AK2	STAT2	9940.ENSOARP00000010460	9940.ENSOARP00000009831	0	0	0	0	0.222	0.120	0.245	0.578	0.752
EIF2AK2	PARP12	9940.ENSOARP00000010460	9940.ENSOARP00000013297	0	0	0	0	0.151	0.067	0	0.400	0.483
EIF2AK2	ZNFX1	9940.ENSOARP00000010460	9940.ENSOARP00000013394	0	0	0	0	0.130	0	0	0.465	0.514
EIF2AK2	PARP9	9940.ENSOARP00000010460	9940.ENSOARP00000021637	0	0	0	0	0.279	0.088	0	0.382	0.558
EIF2AK2	IRF1	9940.ENSOARP00000010460	9940.ENSOARP00000016180	0	0	0	0	0.111	0.058	0	0.535	0.577
EIF2AK2	PARP14	9940.ENSOARP00000010460	9940.ENSOARP00000021648	0	0	0	0	0.343	0.103	0	0.466	0.658
EIF2AK2	CMPK2	9940.ENSOARP00000010460	9940.ENSOARP00000015697	0	0	0	0	0.271	0	0	0.656	0.738
EIF2AK2	IRS1	9940.ENSOARP00000010460	9940.ENSOARP00000021991	0	0	0	0	0	0.075	0.900	0.129	0.912
EIF4EBP2	PRKDC	9940.ENSOARP00000006495	9940.ENSOARP00000012785	0	0	0	0	0	0.089	0.375	0.130	0.461
EPHA2	PIK3R1	9940.ENSOARP00000013289	9940.ENSOARP00000006294	0	0	0	0	0	0.139	0.307	0.116	0.426
EPHA2	CLDN1	9940.ENSOARP00000013289	9940.ENSOARP00000021989	0	0	0	0	0.049	0	0	0.396	0.401
EPHA2	EGFR	9940.ENSOARP00000013289	9940.ENSOARP00000014758	0	0	0	0.619	0.080	0.145	0.136	0.542	0.647
EPM2AIP1	CHORDC1	9940.ENSOARP00000015016	9940.ENSOARP00000003415	0	0	0	0	0	0	0	0.408	0.408
EPM2AIP1	LRRFIP2	9940.ENSOARP00000015016	9940.ENSOARP00000017720	0	0	0	0	0	0	0	0.409	0.408
EPSTI1	HERC5	9940.ENSOARP00000007966	9940.ENSOARP00000000543	0	0	0	0	0.185	0	0	0.703	0.747
EPSTI1	PPM1K	9940.ENSOARP00000007966	9940.ENSOARP00000001708	0	0	0	0	0	0	0	0.418	0.418
EPSTI1	IFIH1	9940.ENSOARP00000007966	9940.ENSOARP00000006578	0	0	0	0	0.673	0	0	0.303	0.762
EPSTI1	GPR63	9940.ENSOARP00000007966	9940.ENSOARP00000021459	0	0	0	0	0	0	0	0.480	0.480
EPSTI1	EIF2AK2	9940.ENSOARP00000007966	9940.ENSOARP00000010460	0	0	0	0	0.263	0	0	0.362	0.509
EPSTI1	CMPK2	9940.ENSOARP00000007966	9940.ENSOARP00000015697	0	0	0	0	0.455	0	0	0.566	0.753
EPSTI1	PARP9	9940.ENSOARP00000007966	9940.ENSOARP00000021637	0	0	0	0	0.667	0	0	0.523	0.834
ERRFI1	B3GNT2	9940.ENSOARP00000010801	9940.ENSOARP00000020997	0	0	0	0	0	0	0	0.480	0.480
ERRFI1	EGFR	9940.ENSOARP00000010801	9940.ENSOARP00000014758	0	0	0	0	0.087	0.925	0	0.333	0.950
ESYT1	HSPA8	9940.ENSOARP00000010981	9940.ENSOARP00000000124	0	0	0	0	0	0	0.074	0.490	0.508
ESYT1	ANKRD52	9940.ENSOARP00000010981	9940.ENSOARP00000010287	0	0	0	0	0	0.065	0.071	0.774	0.787
ESYT1	CSRNP2	9940.ENSOARP00000010981	9940.ENSOARP00000018688	0	0	0	0	0	0	0	0.916	0.916
ETNK1	PRKDC	9940.ENSOARP00000021600	9940.ENSOARP00000012785	0	0	0	0	0	0.346	0.371	0.133	0.612
ETNK1	CDON	9940.ENSOARP00000021600	9940.ENSOARP00000012950	0	0	0	0	0	0	0	0.417	0.416
ETNK1	PARP12	9940.ENSOARP00000021600	9940.ENSOARP00000013297	0	0	0	0	0.116	0	0	0.397	0.444
ETNK1	IPMK	9940.ENSOARP00000021600	9940.ENSOARP00000013867	0	0	0	0	0.144	0.047	0	0.584	0.631
ETS1	YY1	9940.ENSOARP00000014038	9940.ENSOARP00000001783	0	0	0	0	0	0.047	0	0.415	0.418
ETS1	DAXX	9940.ENSOARP00000014038	9940.ENSOARP00000010217	0	0	0	0	0.088	0.268	0	0.175	0.401
ETS1	NFKB1	9940.ENSOARP00000014038	9940.ENSOARP00000013630	0	0	0	0	0.090	0.353	0.110	0.266	0.563
ETS1	GATA5	9940.ENSOARP00000014038	9940.ENSOARP00000013638	0	0	0	0	0.053	0.076	0.093	0.379	0.441
ETS1	EGR1	9940.ENSOARP00000014038	9940.ENSOARP00000017688	0	0	0	0	0	0.048	0	0.463	0.467
ETS1	ETS2	9940.ENSOARP00000014038	9940.ENSOARP00000015589	0	0	0	0.935	0.108	0.098	0.982	0.155	0.986
ETS1	RUNX1	9940.ENSOARP00000014038	9940.ENSOARP00000014585	0	0	0	0	0.078	0.965	0.145	0.643	0.988
ETS2	NFKBIA	9940.ENSOARP00000015589	9940.ENSOARP00000008048	0	0	0	0	0.170	0.144	0.110	0.198	0.425
ETS2	NFKB1	9940.ENSOARP00000015589	9940.ENSOARP00000013630	0	0	0	0	0.066	0.353	0.110	0.245	0.540
ETS2	ETS1	9940.ENSOARP00000015589	9940.ENSOARP00000014038	0	0	0	0.935	0.108	0.098	0.982	0.155	0.986
ETS2	RUNX1	9940.ENSOARP00000015589	9940.ENSOARP00000014585	0	0	0	0	0.073	0.512	0.145	0.285	0.686
ETS2	EGR1	9940.ENSOARP00000015589	9940.ENSOARP00000017688	0	0	0	0	0.164	0.048	0	0.324	0.415
ETS2	NFKBIZ	9940.ENSOARP00000015589	9940.ENSOARP00000019997	0	0	0	0	0.143	0.086	0.110	0.265	0.419
ETS2	IRF1	9940.ENSOARP00000015589	9940.ENSOARP00000016180	0	0	0	0	0.215	0.085	0	0.320	0.469
ETV1	RUNX1	9940.ENSOARP00000008329	9940.ENSOARP00000014585	0	0	0	0	0.055	0.274	0.145	0.135	0.424
ETV1	MEIS1	9940.ENSOARP00000008329	9940.ENSOARP00000021432	0	0	0	0	0	0	0	0.484	0.483
ETV1	TMPRSS2	9940.ENSOARP00000008329	9940.ENSOARP00000011088	0	0	0	0	0	0	0	0.704	0.704
F3	SELE	9940.ENSOARP00000018602	9940.ENSOARP00000011870	0	0	0	0	0	0	0	0.622	0.622
F3	ICAM1	9940.ENSOARP00000018602	9940.ENSOARP00000016801	0	0	0	0	0.080	0	0	0.604	0.620
F3	EGR1	9940.ENSOARP00000018602	9940.ENSOARP00000017688	0	0	0	0	0	0	0.330	0.383	0.569
F3	TFPI	9940.ENSOARP00000018602	9940.ENSOARP00000017753	0	0	0	0	0	0	0.265	0.907	0.929
F3	LOC101114226	9940.ENSOARP00000018602	9940.ENSOARP00000019646	0	0	0	0	0	0	0	0.561	0.561
FBXO33	ATXN3	9940.ENSOARP00000009504	9940.ENSOARP00000013662	0	0	0	0	0	0.093	0	0.398	0.430
FBXW11	PLK3	9940.ENSOARP00000003880	9940.ENSOARP00000001249	0	0	0	0	0	0.338	0.245	0.178	0.553
FBXW11	HIVEP2	9940.ENSOARP00000003880	9940.ENSOARP00000001566	0	0	0	0	0	0.446	0.054	0	0.453
FBXW11	RELB	9940.ENSOARP00000003880	9940.ENSOARP00000010249	0	0	0	0	0	0.143	0.367	0.049	0.439
FBXW11	PLK2	9940.ENSOARP00000003880	9940.ENSOARP00000007754	0	0	0	0	0	0.338	0.245	0.178	0.553
FBXW11	NFKB1	9940.ENSOARP00000003880	9940.ENSOARP00000013630	0	0	0	0	0	0.329	0.367	0.102	0.585
FBXW11	UBC	9940.ENSOARP00000003880	9940.ENSOARP00000019508	0	0	0	0	0.046	0.453	0.413	0.054	0.671
FBXW11	UBAP1	9940.ENSOARP00000003880	9940.ENSOARP00000010011	0	0	0	0	0	0	0	0.786	0.786
FBXW11	NFKBIA	9940.ENSOARP00000003880	9940.ENSOARP00000008048	0	0	0	0	0	0.729	0.407	0.284	0.874
FGF7	LIF	9940.ENSOARP00000022568	9940.ENSOARP00000006769	0	0	0	0	0.067	0	0.054	0.602	0.618
FGF7	VEGFC	9940.ENSOARP00000022568	9940.ENSOARP00000007296	0	0	0	0	0.054	0	0	0.449	0.456
FGF7	FST	9940.ENSOARP00000022568	9940.ENSOARP00000008709	0	0	0	0	0.090	0.048	0	0.540	0.566
FGF7	TGFA	9940.ENSOARP00000022568	9940.ENSOARP00000011905	0	0	0	0	0.048	0	0	0.636	0.639
FGF7	EGFR	9940.ENSOARP00000022568	9940.ENSOARP00000014758	0	0	0	0	0.047	0	0.655	0.545	0.837
FGF7	CCN2	9940.ENSOARP00000022568	9940.ENSOARP00000015287	0	0	0	0	0.079	0	0	0.542	0.560
FGF7	CSF2	9940.ENSOARP00000022568	9940.ENSOARP00000016551	0	0	0	0	0.118	0	0	0.524	0.563
FGF7	KITLG	9940.ENSOARP00000022568	9940.ENSOARP00000016728	0	0	0	0	0	0	0	0.532	0.532
FGF7	ICAM1	9940.ENSOARP00000022568	9940.ENSOARP00000016801	0	0	0	0	0.114	0	0	0.354	0.404
FGF7	NRP1	9940.ENSOARP00000022568	9940.ENSOARP00000018770	0	0	0	0	0	0.067	0	0.531	0.544
FGF7	HBEGF	9940.ENSOARP00000022568	9940.ENSOARP00000018804	0	0	0	0	0	0	0	0.427	0.427
FGF7	UBC	9940.ENSOARP00000022568	9940.ENSOARP00000019508	0	0	0	0	0.054	0.043	0.528	0.048	0.538
FGF7	CD44	9940.ENSOARP00000022568	9940.ENSOARP00000020204	0	0	0	0	0	0.068	0	0.588	0.599
FGF7	PDGFRA	9940.ENSOARP00000022568	9940.ENSOARP00000020481	0	0	0	0	0.089	0.177	0.745	0.527	0.897
FGF7	THBS1	9940.ENSOARP00000022568	9940.ENSOARP00000021538	0	0	0	0	0.078	0.044	0.064	0.425	0.462
FILIP1L	IER3	9940.ENSOARP00000019192	9940.ENSOARP00000012288	0	0	0	0	0	0	0	0.410	0.410
FNDC4	MYLK	9940.ENSOARP00000020794	9940.ENSOARP00000021691	0	0	0	0	0	0	0	0.425	0.425
FOSB	FOSL1	9940.ENSOARP00000010701	9940.ENSOARP00000000050	0	0	0	0.804	0	0	0.134	0.534	0.579
FOSB	NR4A2	9940.ENSOARP00000010701	9940.ENSOARP00000008569	0	0	0	0	0.389	0.056	0	0.454	0.657
FOSB	KLF6	9940.ENSOARP00000010701	9940.ENSOARP00000013841	0	0	0	0	0.096	0.066	0.053	0.397	0.454
FOSB	DUSP2	9940.ENSOARP00000010701	9940.ENSOARP00000015035	0	0	0	0	0.140	0.102	0	0.416	0.510
FOSB	ATF3	9940.ENSOARP00000010701	9940.ENSOARP00000011261	0	0	0	0.754	0.254	0	0	0.482	0.597
FOSB	EGR3	9940.ENSOARP00000010701	9940.ENSOARP00000010934	0	0	0	0	0.282	0.066	0.134	0.642	0.764
FOSB	FOSL2	9940.ENSOARP00000010701	9940.ENSOARP00000020928	0	0	0	0.855	0.298	0.103	0.118	0.678	0.797
FOSB	EGR1	9940.ENSOARP00000010701	9940.ENSOARP00000017688	0	0	0	0	0.673	0.066	0.134	0.731	0.919
FOSL1	DUSP5	9940.ENSOARP00000000050	9940.ENSOARP00000010233	0	0	0	0	0.062	0.102	0	0.353	0.407
FOSL1	DUSP2	9940.ENSOARP00000000050	9940.ENSOARP00000015035	0	0	0	0	0.062	0.102	0	0.358	0.412
FOSL1	EGR3	9940.ENSOARP00000000050	9940.ENSOARP00000010934	0	0	0	0	0	0.066	0.134	0.342	0.421
FOSL1	ATF3	9940.ENSOARP00000000050	9940.ENSOARP00000011261	0	0	0	0.761	0	0.066	0	0.442	0.457
FOSL1	SDC4	9940.ENSOARP00000000050	9940.ENSOARP00000005590	0	0	0	0	0	0	0	0.494	0.494
FOSL1	TAX1BP3	9940.ENSOARP00000000050	9940.ENSOARP00000018680	0	0	0	0	0.049	0	0	0.513	0.517
FOSL1	EGR1	9940.ENSOARP00000000050	9940.ENSOARP00000017688	0	0	0	0	0	0.066	0.134	0.484	0.546
FOSL1	FOSB	9940.ENSOARP00000000050	9940.ENSOARP00000010701	0	0	0	0.804	0	0	0.134	0.534	0.579
FOSL1	FOSL2	9940.ENSOARP00000000050	9940.ENSOARP00000020928	0	0	0	0.909	0	0	0.118	0.728	0.750
FOSL2	FOSL1	9940.ENSOARP00000020928	9940.ENSOARP00000000050	0	0	0	0.909	0	0	0.118	0.728	0.750
FOSL2	CREB5	9940.ENSOARP00000020928	9940.ENSOARP00000009726	0	0	0	0.599	0	0.460	0.217	0.109	0.590
FOSL2	STAT2	9940.ENSOARP00000020928	9940.ENSOARP00000009831	0	0	0	0	0.064	0.143	0.256	0.119	0.403
FOSL2	FOSB	9940.ENSOARP00000020928	9940.ENSOARP00000010701	0	0	0	0.855	0.298	0.103	0.118	0.678	0.797
FOSL2	ATF3	9940.ENSOARP00000020928	9940.ENSOARP00000011261	0	0	0	0.764	0.184	0.127	0	0.323	0.475
FOSL2	NFKB1	9940.ENSOARP00000020928	9940.ENSOARP00000013630	0	0	0	0	0.047	0.080	0.100	0.365	0.431
FOSL2	KLF6	9940.ENSOARP00000020928	9940.ENSOARP00000013841	0	0	0	0	0	0.066	0.070	0.367	0.402
FOSL2	EGR1	9940.ENSOARP00000020928	9940.ENSOARP00000017688	0	0	0	0	0.092	0.139	0.070	0.400	0.505
FST	VEGFC	9940.ENSOARP00000008709	9940.ENSOARP00000007296	0	0	0	0	0.261	0	0	0.404	0.540
FST	HBEGF	9940.ENSOARP00000008709	9940.ENSOARP00000018804	0	0	0	0	0	0	0	0.403	0.403
FST	BAMBI	9940.ENSOARP00000008709	9940.ENSOARP00000016286	0	0	0	0	0.126	0	0	0.392	0.446
FST	FGF7	9940.ENSOARP00000008709	9940.ENSOARP00000022568	0	0	0	0	0.090	0.048	0	0.540	0.566
FST	ADM	9940.ENSOARP00000008709	9940.ENSOARP00000012266	0	0	0	0	0.111	0	0	0.533	0.567
FST	INHBA	9940.ENSOARP00000008709	9940.ENSOARP00000018756	0	0	0	0	0.190	0.790	0.963	0.580	0.997
FXR1	ADAR	9940.ENSOARP00000022219	9940.ENSOARP00000003137	0	0	0	0	0	0.065	0	0.387	0.402
FXR1	MAP1A	9940.ENSOARP00000022219	9940.ENSOARP00000011028	0	0	0	0	0	0.313	0	0.174	0.408
FZD1	LRP2	9940.ENSOARP00000017861	9940.ENSOARP00000003860	0	0	0	0	0	0.109	0.244	0.191	0.407
FZD1	SMAD9	9940.ENSOARP00000017861	9940.ENSOARP00000011036	0	0	0.291	0	0	0.046	0	0.288	0.476
FZD1	TAX1BP3	9940.ENSOARP00000017861	9940.ENSOARP00000018680	0	0	0	0	0	0	0	0.496	0.496
GART	ABCC1	9940.ENSOARP00000014076	9940.ENSOARP00000010234	0.104	0	0	0	0	0	0	0.480	0.514
GART	ALDH1A1	9940.ENSOARP00000014076	9940.ENSOARP00000013613	0.066	0	0	0	0.065	0	0.124	0.332	0.420
GART	LNPEP	9940.ENSOARP00000014076	9940.ENSOARP00000019317	0.109	0	0	0	0.049	0.068	0	0.334	0.403
GART	RPIA	9940.ENSOARP00000014076	9940.ENSOARP00000022336	0.102	0	0	0	0	0	0	0.479	0.512
GART	CSTF3	9940.ENSOARP00000014076	9940.ENSOARP00000018539	0.108	0	0	0	0.274	0	0	0.417	0.589
GART	MAT2A	9940.ENSOARP00000014076	9940.ENSOARP00000022042	0.064	0	0	0	0.277	0	0	0.482	0.618
GART	CMPK2	9940.ENSOARP00000014076	9940.ENSOARP00000015697	0.270	0	0	0	0.569	0	0	0.388	0.790
GART	GLDC	9940.ENSOARP00000014076	9940.ENSOARP00000014664	0.070	0	0	0	0.882	0	0	0.621	0.954
GATA5	ETS1	9940.ENSOARP00000013638	9940.ENSOARP00000014038	0	0	0	0	0.053	0.076	0.093	0.379	0.441
GATA5	RUNX1	9940.ENSOARP00000013638	9940.ENSOARP00000014585	0	0	0	0	0	0.143	0.258	0.368	0.563
