"Geneid","Length","SRR21623193","SRR21623194","SRR21623195","SRR21623196","SRR21623197","SRR21623198"
"RPRML",748,0,0,0,0,0,0
"LYZL6",1991,0,0,0,6,0,10
"RDM1",1218,259,218,298,135,251,169
"LOC101120000",8596,30,20,16,44,69,53
"PLEKHM1",5379,1869,1426,1783,1212,1460,1515
"ARHGAP27",4405,19,19,22,34,59,60
"MAP3K14",3659,334,267,420,183,307,331
"SPATA32",7043,30,32,48,36,64,66
"LOC105611052",1521,0,2,2,6,2,0
"FMNL1",3724,18,6,16,19,36,22
"HEXIM2",1145,77,67,75,46,44,75
"HEXIM1",3519,3964,3142,3564,1072,1439,1251
"ACBD4",2828,85,95,177,68,73,70
"PLCD3",2884,416,277,459,115,226,188
"NMT1",2143,4388,3475,4271,2918,3903,3397
"DCAKD",2502,494,405,478,370,500,478
"C1QL1",2483,36,20,36,8,14,28
"KIF18B",3490,834,691,964,512,551,483
"GFAP",2923,28,20,9,12,15,6
"LOC101118203",2209,18,0,8,4,11,6
"CCDC103",910,18,18,35,19,27,12
"EFTUD2",3456,5988,4774,6108,3591,4538,4262
"HIGD1B",3018,156,166,174,270,449,494
"GJC1",8587,9165,7767,8816,8044,10276,9641
"ADAM11",2772,95,48,94,19,55,53
"DBF4B",5903,175,200,233,129,136,153
"LOC106991432",1527,498,295,430,369,532,493
"CCDC43",2191,1704,1515,1389,948,1347,1216
"MEIOC",5162,235,204,254,252,242,285
"LOC101116922",1012,283,136,211,198,288,215
"LOC105612018",325,0,0,0,1,0,0
"FZD2",3325,184,120,127,16,25,60
"LOC105612017",680,0,0,0,0,0,0
"GPATCH8",6783,1978,1729,1992,1538,1851,1739
"ITGA2B",5307,142,136,139,94,173,196
"FAM171A2",3205,240,144,206,104,146,128
"GRN",2190,3892,2286,3580,2326,3351,3349
"SLC25A39",2176,4454,2959,4263,2518,3579,3126
"RUNDC3A",1781,49,25,45,16,29,69
"SLC4A1",3953,0,0,0,0,8,0
"LOC105612015",1398,20,16,20,2,4,2
"UBTF",5205,1666,1269,1630,879,1460,1238
"ATXN7L3",4680,3254,2426,3229,1010,1410,1372
"TMUB2",2489,850,616,853,192,294,233
"ASB16",6627,215,146,164,154,165,166
"LOC105616385",1985,35,28,27,14,20,2
"C11H17orf53",4662,294,198,305,62,134,84
"LOC105616384",2540,270,182,246,110,102,180
"HDAC5",3053,4701,2728,4562,1590,2228,2056
"G6PC3",1514,1086,877,1282,587,880,617
"LSM12",4359,7893,5824,6667,4961,6059,6117
"TMEM101",1605,653,358,644,200,341,317
"NAGS",6175,73,66,77,114,106,137
"LOC101114885",470,5,0,2,3,17,9
"PYY",4331,3,0,14,23,43,38
"PPY",990,0,12,16,2,6,6
"MPP2",2903,374,262,327,92,204,182
"CD300LG",3486,2,6,11,0,6,0
"MPP3",4585,42,40,45,11,18,32
"C11H17orf105",4024,0,2,2,6,12,0
"DUSP3",4066,4457,3124,3897,1992,2460,2250
"SOST",3376,22,9,7,6,20,9
"MEOX1",3202,24,26,44,28,50,16
"ETV4",4112,1213,842,1199,1366,1722,1736
"DHX8",6510,4237,3057,3859,2404,3468,2830
"ARL4D",1404,50,20,14,4,12,4
"LOC105616380",3643,97,104,108,67496,107241,38
"LOC106991431",3599,184410,74654,148891,97592,141428,131655
"LOC105616379",1916,12894,4247,9765,4505,11694,7115
"LOC101109547",865,16,20,16,28,40,25
"TMEM106A",2635,522,488,529,476,654,667
"NBR1",5147,13939,9240,12035,7604,9437,8867
"BRCA1",6786,5407,4624,5856,2443,3233,2579
"RND2",2054,449,257,383,208,208,230
"VAT1",2954,34324,21296,31178,14479,19450,18328
"LOC105611409",958,63,32,41,72,104,123
"IFI35",1163,1134,639,935,1080,1360,1228
"RPL27",441,12629,9214,12348,8870,11566,10117
"RUNDC1",3375,1105,917,967,674,877,834
"PTGES3L",1380,340,242,291,100,175,144
"LOC101107295",2578,878,534,919,563,703,613
"LOC106991430",3662,2,2,2,0,0,6
"G6PC",2785,0,0,0,0,0,2
"LOC101112834",2566,26,2,15,5,6,0
"LOC106991429",1876,19,6,12,9,12,23
"LOC105616378",1376,0,0,0,0,0,0
"LOC101112584",997,0,4,1,0,0,2
"LOC101113086",4492,36,29,45,26,36,16
"LOC101112335",2946,7,5,11,18,29,35
"AOC2",3383,183,121,139,652,1072,929
"PSME3",2860,9282,7327,8675,5720,8002,7324
"BECN1",2502,3983,2986,3502,2555,2939,3128
"CNTD1",2183,347,316,376,220,320,238
"LOC101112076",678,1504,938,1339,618,801,742
"WNK4",4164,127,77,108,133,175,155
"VPS25",1145,2345,1747,2267,1227,1631,1454
"RAMP2",799,2147,1408,1938,1218,1630,1672
"EZH1",7017,3212,1768,2457,1025,1395,1218
"CNTNAP1",4213,417,350,445,153,276,199
"CCR10",834,8,3,4,8,8,3
"LOC106991428",355,1,8,4,2,10,4
"LOC105611403",1805,61,28,24,6,34,16
"PLEKHH3",2842,282,206,321,64,136,102
"LOC101111036",1697,792,530,744,338,462,392
"LOC101103906",1652,482,368,566,315,396,353
"FAM134C",3558,2953,2212,2961,1582,1955,1785
"PSMC3IP",2181,582,388,572,248,316,312
"MLX",1981,4138,2822,3446,1683,2326,2192
"COASY",2172,578,346,464,278,331,271
"HSD17B1",4058,1058,838,986,763,1058,1140
"NAGLU",2536,1139,670,1128,452,532,492
"ATP6V0A1",4394,5028,3725,4758,2230,2774,2683
"PTRF",1124,2256,1286,2140,1368,1912,1597
"STAT3",5157,7674,5806,7408,4869,6144,5756
"STAT5A",2656,1798,1317,1798,922,1405,1294
"STAT5B",12596,2398,1924,2607,1690,2030,2140
"GHDC",2622,186,144,168,73,131,100
"HCRT",1283,0,0,2,0,0,0
"LOC101110253",2509,2,6,10,6,12,2
"LOC106991401",2159,6,0,4,2,1,6
"RAB5C",826,1319,817,1379,913,1420,1344
"HSPB9",1406,22,20,18,62,54,88
"KAT2A",3131,1374,821,1117,890,1119,982
"DHX58",2717,766,324,647,1630,2470,2123
"LOC106991400",8348,10,0,8,10,12,8
"ZNF385C",2482,64,36,60,75,102,64
"NKIRAS2",2594,4410,2802,3982,2162,2586,2347
"DNAJC7",4379,3299,2335,3208,3262,4156,3744
"CNP",2289,1163,694,965,1060,1220,1202
"TTC25",3724,8,21,9,44,41,53
"ACLY",4470,13620,8732,11185,5054,6683,5986
"KLHL11",6157,6051,4941,5426,3186,4195,3713
"KLHL10",2586,75,98,69,81,90,95
"NT5C3B",1637,694,515,742,286,410,370
"LOC105611406",482,1743,1134,1691,902,1264,1135
"FKBP10",2548,9963,6502,10150,5413,7666,7035
"P3H4",1801,4641,3089,4644,2719,3667,3167
"JUP",3606,4443,2865,4075,2151,2940,2706
"HAP1",4455,130,53,112,23,32,19
"GAST",522,3,1,6,1,2,2
"EIF1",1305,34640,26411,33573,29695,36756,34582
"LOC101118712",1168,0,0,10,0,2,10
"KRT17",1519,3,2,10,0,8,2
"LOC101108147",1497,20,10,22,2,15,22
"LOC101118459",1674,85,54,91,30,36,60
"KRT9",1759,6,0,6,0,4,0
"LOC101117946",1564,4,6,4,8,0,2
"KRT15",2254,0,0,0,0,0,0
"LOC101117431",1684,8,0,0,0,0,0
"KRT36",1653,6,0,0,0,0,0
"KRT35",2556,0,0,0,0,0,0
"KRT32",5267,0,0,0,0,0,0
"K38",1593,1,0,0,0,0,0
"V15",1685,0,0,0,0,0,4
"KRT34",1683,0,0,0,0,0,0
"LOC100526782",1560,0,0,0,0,0,0
"K33",1672,2,0,0,0,0,0
"LOC101107617",3211,0,0,0,0,0,0
"LOC105611408",1569,0,0,0,0,0,0
"LOC101116068",2167,8,0,0,0,5,0
"LOC101115634",808,0,0,0,0,0,0
"LOC105616373",1176,0,0,0,2,0,0
"LOC101114537",909,0,0,0,0,0,0
"LOC101113420",1084,0,0,0,0,0,0
"LOC105616374",977,0,0,0,0,0,0
"LOC106991427",1224,0,0,0,0,0,0
"LOC101114287",1894,0,0,0,0,0,0
"LOC105616464",672,0,0,0,0,0,0
"LOC101115138",1614,0,0,0,0,0,0
"LOC101112657",807,0,0,0,0,0,2
"LOC105610157",697,4,0,22,4,0,16
"LOC106991399",315,0,0,0,0,0,0
"KRTAP1-1",447,0,0,0,0,0,0
"LOC101113159",1241,0,0,0,0,0,0
"LOC101112404",297,0,0,0,0,0,0
"LOC101111893",702,0,2,0,2,2,0
"BIIIB4",1049,0,0,0,0,0,0
"KRT40",1598,0,0,0,0,6,0
"LOC101107115",820,7,9,12,10,8,2
"KRT39",3407,0,2,0,0,0,2
"KRT23",1620,0,2,4,2,0,16
"KRT20",2085,0,6,0,0,0,0
"KRT12",2081,0,0,0,4,7,2
"KRT10",2528,132,167,143,169,176,153
"KRT28",2439,0,0,4,0,0,0
"KRT27",1601,0,0,0,4,0,0
"LOC101110427",1824,0,0,0,0,0,0
"LOC105610158",1562,0,0,0,2,0,0
"KRT25",1656,0,0,0,8,15,4
"KRT24",3037,0,0,0,0,0,0
"KRT222",2903,24,0,6,0,0,2
"SMARCE1",2591,3207,2097,2757,3030,3698,3458
"CCR7",4550,34,12,18,126,159,117
"TNS4",4612,201,194,202,95,100,109
"IGFBP4",777,1890,1322,1786,681,825,723
"TOP2A",5640,19485,15207,20467,10394,12825,11733
"GJD3",8953,32,44,22,16,6,14
"RARA",2517,1170,852,1140,523,785,831
"LOC106991426",4804,113,118,110,110,100,122
"CDC6",2564,1938,1648,2062,614,844,783
"WIPF2",5258,1444,1093,1414,1074,1182,1188
"RAPGEFL1",2424,125,108,115,39,50,49
"CASC3",4575,5754,4856,5765,3588,4594,4486
"MSL1",4401,3649,2702,3108,2269,2769,2802
"NR1D1",1851,486,348,437,473,512,564
"THRA",2221,1396,978,1206,593,728,768
"LOC101106344",981,580,437,648,510,645,513
"MED24",3618,2088,1589,1789,797,1074,987
"CSF3",2838,24,55,40,28,54,46
"PSMD3",2241,9107,6940,9348,5651,7893,6914
"GSDMA",1858,8,18,6,0,2,6
"LOC105610161",1418,32,14,20,0,8,10
"LRRC3C",1911,2,2,2,0,2,4
"ORMDL3",1883,7209,4963,6529,2254,3406,2761
"GSDMB",3252,749,427,739,314,426,354
"LOC101104838",2429,140,120,160,120,136,109
"ZPBP2",2346,456,298,320,219,331,290
"IKZF3",14013,48,38,56,34,70,50
"LOC106991425",3368,0,0,0,0,0,0
"LOC105610163",2381,4,2,6,0,3,6
"GRB7",3919,4,6,6,0,7,10
"MIEN1",759,572,359,566,418,492,474
"ERBB2",5413,1299,993,1286,493,727,744
"PGAP3",2979,640,500,586,303,436,446
"PNMT",1445,0,0,2,2,0,0
"TCAP",1033,4,5,7,21,10,22
"STARD3",5574,804,580,797,568,666,596
"PPP1R1B",1625,8,4,24,14,14,18
"NEUROD2",341,0,0,0,0,0,0
"LOC105610166",16769,334,283,324,506,562,546
"CDK12",9711,6557,5074,6228,3772,5066,4719
"MED1",6951,12214,9174,11457,9277,12286,11478
"FBXL20",4503,5219,3810,4431,2778,3373,3302
"LOC101103335",3223,137,111,150,164,213,220
"STAC2",2732,35,18,27,20,28,24
"RPL19",946,7651,5168,7783,5347,7416,6332
"CACNB1",4381,435,334,393,175,294,308
"ARL5C",1595,22,14,42,43,49,31
"PLXDC1",3389,126,54,80,52,70,52
"FBXO47",5023,144,197,186,106,109,138
"LOC105610169",1397,153,153,140,74,127,114
"LASP1",3847,42983,30120,40146,23113,31063,29072
"RPL23",595,983,640,969,803,1180,1075
"C11H17orf98",670,16,12,29,12,38,22
"CWC25",3479,1453,962,968,1035,1277,1118
"PIP4K2B",7401,7813,6278,7512,3860,5090,4947
"PSMB3",816,3597,2682,3802,2241,2807,2469
"LOC105610177",3539,13,11,13,9,18,1
"PCGF2",7411,1234,1040,1242,848,1215,1173
"CISD3",708,763,556,702,416,533,364
"MLLT6",7612,4817,3270,4127,3482,4539,4342
"LOC101119655",572,1590,754,1655,1081,1478,1153
"C11H17orf96",1814,88,74,134,40,62,60
"SRCIN1",6932,30,12,10,4,0,0
"LOC106991424",1323,64,47,76,32,45,80
"ARHGAP23",11077,810,660,884,428,696,603
"LOC105616365",803,10,20,8,16,15,11
"SOCS7",7481,4912,3844,4334,3338,4350,4228
"GPR179",9754,394,389,289,517,593,642
"MRPL45",1662,3733,2282,3163,2107,2670,2549
"LOC105610170",5952,56,20,34,47,44,26
"NPEPPS",4987,11421,8276,10813,6501,9155,8154
"LOC101122611",895,11,18,18,22,20,10
"LOC105616364",1230,24,42,60,45,61,59
"KPNB1",5698,29740,22834,29607,14793,20422,18280
"LOC105610172",3025,337,346,378,274,336,304
"TBKBP1",4241,471,312,410,263,411,390
"TBX21",2123,4,3,0,0,2,2
"OSBPL7",3613,400,316,438,277,305,294
"MRPL10",1574,3423,2639,3230,1569,2032,1966
"LRRC46",3127,221,195,223,110,152,176
"SCRN2",1906,45,30,55,34,24,8
"LOC105616363",2150,176,124,236,122,130,157
"SP2",3056,276,154,322,360,408,394
"PNPO",1667,763,583,834,355,441,310
"PRR15L",1543,100,64,67,60,58,81
"CDK5RAP3",1990,1130,733,1159,507,782,586
"MIR152",69,0,0,1,0,0,0
"COPZ2",2452,1005,766,1019,550,692,662
"NFE2L1",3149,9076,6038,8041,3094,4598,4170
"CBX1",3610,1156,1080,1306,790,1002,941
"SNX11",8610,2537,1859,2457,2233,2926,2608
"SKAP1",1533,29,16,38,82,63,94
"LOC101121617",1748,0,0,0,0,0,2
"HOXB1",2159,0,2,0,0,0,0
"HOXB2",960,0,0,0,4,22,18
"HOXB3",990,7,1,3,0,5,4
"LOC105608416",2741,58,19,21,27,24,26
"MIR10A",109,0,0,2,5,0,0
"HOXB5",6477,36,28,58,36,36,32
"HOXB6",1375,78,95,53,85,85,84
"HOXB7",1828,316,182,268,193,154,178
"HOXB8",784,0,0,0,0,0,0
"HOXB9",1833,18,54,28,20,40,81
"LOC106991423",568,0,0,0,0,0,0
"HOXB13",1411,0,0,0,0,0,0
"TTLL6",7642,50,33,15,47,27,10
"CALCOCO2",2967,4161,2963,3860,2565,3327,3242
"ATP5G1",881,2359,1908,2396,1371,1594,1642
"UBE2Z",1482,4757,3393,4314,2773,3484,3413
"SNF8",1347,1126,818,1078,1049,1596,1492
"GIP",630,0,0,0,1,0,0
"IGF2BP1",5594,4,7,2,4,12,0
"LOC106990106",1916,564,371,616,391,497,490
"B4GALNT2",4496,8,4,10,6,11,18
"LOC105608415",2256,0,0,0,0,0,0
"ABI3",1366,0,4,3,0,4,0
"PHOSPHO1",3095,16,14,24,12,16,8
"LOC105608414",455,0,0,0,0,0,0
"ZNF652",14235,5353,4531,5367,2334,2684,2693
"LOC105608413",374,21,34,19,11,2,15
"PHB",2106,6576,4983,6645,4720,6217,5382
"NGFR",3209,114,102,130,84,120,120
"NXPH3",1864,535,426,493,230,280,247
"SPOP",8142,5546,3851,4410,3503,4069,4216
"SLC35B1",1289,3935,3073,3658,2155,2993,2652
"FAM117A",2317,249,189,234,124,100,138
"LOC105608412",5530,161,151,144,75,78,61
"KAT7",3534,11281,8205,10219,4129,5607,5367
"TAC4",970,26,48,38,46,60,40
"LOC105608411",828,0,2,0,0,1,6
"LOC106991422",4744,10,12,12,7,2,12
"DLX4",6031,1448,1011,1377,766,814,850
"DLX3",2987,88,72,114,95,134,90
"ITGA3",3619,4931,3676,4915,3458,4893,4612
"PDK2",3639,2511,1685,2097,899,1293,1173
"SAMD14",2905,130,108,120,118,191,176
"PPP1R9B",4448,4959,3591,4639,1731,2411,2351
"SGCA",1361,24,8,15,11,6,8
"LOC105616355",4031,62,78,78,38,62,71
"COL1A1",4703,165183,118053,176624,88025,128337,113257
"LOC101107369",549,67,44,64,28,80,30
"TMEM92",1023,0,0,4,6,2,4
"XYLT2",3775,1145,630,1069,331,484,449
"MRPL27",694,418,288,408,230,301,242
"EME1",3982,1209,1055,1220,442,624,523
"LRRC59",2846,7115,5682,7368,4861,6796,5800
"CHAD",1424,26,10,14,10,0,6
"ACSF2",2020,3051,2442,3051,1709,2193,1977
"RSAD1",5925,601,419,680,349,430,411
"MYCBPAP",3903,336,294,329,194,238,206
"EPN3",3477,244,152,234,65,180,136
"SPATA20",3143,1839,1153,1902,694,841,856
"CACNA1G",8242,729,554,785,335,386,465
"ABCC3",4862,4468,3548,4571,1710,2562,2105
"ANKRD40",3615,3702,2838,3516,1361,1982,1820
"LOC101116492",826,12,13,0,2,10,4
"LUC7L3",4723,2355,1956,2374,1673,2108,1933
"LOC101104325",2562,284,376,400,540,625,588
"LOC106991421",3239,130,173,145,240,218,222
"WFIKKN2",3254,120,118,92,54,62,84
"TOB1",3503,1860,1372,1484,992,1090,1060
"LOC105616352",1733,14,49,21,82,40,44
"SPAG9",8386,12796,10025,12396,10013,12078,10851
"LOC106991408",1644,34,20,30,30,33,12
"LOC105608402",1921,0,10,3,0,0,0
"LOC101102072",958,867,642,810,653,927,848
"NME2",648,3627,2784,3797,2664,3773,2917
"MBTD1",8253,4156,3220,3451,2590,2962,3001
"UTP18",1914,1998,1478,2119,1583,2193,1900
"LOC101115219",1185,0,0,0,0,4,0
"LOC106991398",860,2,0,0,6,2,6
"KCNJ12",5825,30,35,35,50,72,44
"MAP2K3",1960,4990,3546,4999,5708,7880,6957
"LOC105616351",749,6,12,8,18,23,16
"NATD1",4917,1722,1219,1696,868,1162,962
"TMEM11",963,526,337,485,191,269,265
"LOC105608396",1368,22,32,3,29,38,16
"DHRS7B",4886,679,512,714,326,547,444
"USP22",3417,11624,8226,11306,5312,7074,7173
"TNFRSF13B",2896,18,2,4,0,6,4
"MPRIP",7033,5423,4207,5840,4260,6128,5812
"PLD6",702,2,0,3,0,0,0
"FLCN",4272,1621,1227,1460,870,1078,909
"COPS3",1902,4962,3590,4838,3290,4042,3470
"NT5M",1383,70,76,73,14,38,50
"LOC105608394",8679,2,2,0,2,2,12
"MED9",1832,1909,1172,1796,766,1007,932
"RASD1",825,6,21,11,14,16,17
"PEMT",935,240,103,196,92,156,108
"LOC105616347",960,6,20,21,20,16,12
"RAI1",6957,646,459,568,314,440,456
"SREBF1",4093,1807,955,1675,349,648,475
"TOM1L2",1673,1014,588,716,450,460,504
"DRC3",2501,22,22,54,30,33,36
"ATPAF2",1481,508,384,479,220,326,300
"GID4",3716,962,741,886,457,685,588
"DRG2",1879,2183,1520,2133,1104,1543,1368
"MYO15A",12651,40,26,48,44,52,51
"ALKBH5",4860,4037,2884,3825,2857,3649,3453
"LLGL1",3827,1356,818,1286,539,808,796
"FLII",4031,3616,2758,3816,1605,2374,2004
"MIEF2",2589,272,199,220,80,93,79
"TOP3A",5182,2065,1530,2166,992,1242,1291
"SMCR8",6544,2668,1716,2235,1474,1946,1936
"SHMT1",2309,136,78,91,58,78,86
"PRPSAP2",1831,2387,1730,2170,1025,1403,1270
"FAM83G",696,17,5,12,6,14,14
"SLC5A10",3736,88,43,71,25,47,68
"GRAP",2360,11,20,20,6,4,5
"EPN2",12401,1386,1065,1510,887,1106,1050
"B9D1",942,755,543,909,457,581,523
"MAPK7",2853,1251,959,1195,427,506,522
"MFAP4",877,90,87,89,90,78,73
"RNF112",4808,627,498,711,150,162,202
"LOC101109285",681,23,9,12,3,1,0
"LOC101109027",846,324,230,278,135,225,187
"LOC101108763",3510,6,6,10,10,0,2
"ALDH3A2",1887,2249,1532,2090,890,1376,1046
"SLC47A2",3920,174,156,192,116,79,108
"ALDH3A1",2455,0,0,0,0,0,2
"ULK2",5265,3384,2510,2953,1894,2144,2025
"LOC105611623",1359,4,13,14,2,12,8
"AKAP10",10218,2841,2331,2635,3019,4007,3646
"SPECC1",6303,3275,2339,3390,1985,2927,2685
"ADORA2B",2444,30,17,48,36,40,22
"ZSWIM7",1561,541,383,445,165,164,185
"TTC19",2198,824,724,930,431,492,566
"NCOR1",8727,6416,4916,6225,3280,4379,4118
"PIGL",1059,474,332,528,282,342,359
"CENPV",1083,101,81,116,87,102,89
"LOC105611620",4484,22,2,20,18,58,32
"UBB",779,20195,15467,20931,19242,24953,21098
"TRPV2",2537,821,492,746,355,496,397
"LOC105616344",628,412,271,493,182,324,213
"LRRC75A",2062,138,102,85,48,108,75
"ZNF287",8120,2098,1289,1640,746,887,713
"ZNF624",2892,381,280,420,69,125,106
"ZNF286A",3424,1289,1025,1289,667,813,776
"LOC105616343",1826,10,8,0,6,8,9
"TRIM16",5751,60,49,59,73,49,33
"LOC105611616",2678,8,13,4,4,11,22
"LOC105601852",4786,4151,3029,3840,3246,3667,3700
"CDRT4",4023,12,6,26,20,14,8
"TEKT3",1738,2,0,4,0,0,2
"PMP22",2011,2937,2332,2759,2210,2818,2674
"LOC106990188",365,0,6,0,8,0,0
"LOC105611613",1115,0,0,0,0,2,0
"HS3ST3B1",4509,14,25,33,30,13,27
"LOC101105425",1599,475,429,414,359,393,353
"HS3ST3A1",2317,4,3,3,0,3,0
"ELAC2",2870,1390,1112,1466,530,790,773
"ARHGAP44",4260,476,386,382,250,334,316
"MYOCD",8920,186,160,136,572,696,604
"LOC101114791",2872,424,430,413,244,227,236
"MAP2K4",6848,2664,2615,2773,1622,2202,1872
"ZNF18",2614,331,209,234,124,197,164
"LOC106991419",2492,0,0,0,0,0,0
"DNAH9",13846,11,10,2,10,10,13
"LOC105616340",2227,0,0,0,0,2,2
"SHISA6",3587,0,0,0,0,0,0
"PIRT",4217,10,14,2,2,0,4
"LOC101114033",866,9524,8046,9264,6506,8278,7283
"TMEM220",1778,677,481,637,494,593,478
"ADPRM",1571,679,530,608,459,595,592
"LOC101113508",3851,4761,3600,4665,2464,3203,2921
"LOC101103408",2604,306,177,344,252,261,280
"LOC101113252",5911,8,4,4,6,9,4
"LOC443471",6185,0,0,0,0,0,0
"LOC442994",6000,0,5,2,10,4,0
"LOC101111980",5956,0,5,0,0,0,0
"LOC101111723",5992,0,2,0,2,0,6
"LOC101103165",5604,0,0,2,0,0,10
"LOC105616336",12117,0,0,0,0,0,0
"GAS7",9395,170,116,160,57,50,96
"RCVRN",3387,0,0,0,0,0,0
"GLP2R",3925,4,4,0,8,2,14
"GSG1L2",2029,0,0,0,0,2,0
"DHRS7C",1176,7,10,8,1,3,5
"USP43",4178,214,124,196,43,57,57
"CFAP52",2297,26,30,21,22,19,28
"STX8",5334,1069,1026,1165,792,901,824
"NTN1",2113,4207,2577,4022,2369,3044,2967
"LOC105616335",10351,364,361,412,358,390,346
"PIK3R5",9928,4,14,28,18,18,16
"PIK3R6",2544,0,4,0,2,0,0
"MFSD6L",5915,36,14,26,10,14,18
"CCDC42",2092,6,2,19,2,0,2
"MYH10",8407,40645,29858,37715,15143,20221,18068
"NDEL1",5576,3327,2349,2730,2159,2954,2698
"LOC105607805",1189,2,2,6,2,4,0
"RPL26",631,18950,11004,16874,11458,16693,12076
"KRBA2",7011,639,465,648,543,691,696
"ODF4",2396,0,0,4,4,10,14
"ARHGEF15",4686,0,0,0,0,4,2
"SLC25A35",1914,232,144,198,72,90,117
"RANGRF",955,246,229,294,194,222,232
"LOC101123219",2087,468,349,475,180,254,191
"PFAS",2601,608,386,596,279,358,343
"CTC1",5132,476,410,484,125,207,136
"AURKB",1317,1127,1024,1102,424,666,710
"BORCS6",1925,218,210,261,32,46,54
"TMEM107",1500,959,697,866,397,422,418
"VAMP2",2191,935,631,904,745,975,910
"PER1",6004,310,216,367,188,182,220
"LOC106991397",814,46,18,52,14,8,30
"LOC105607806",1078,63,33,46,67,82,74
"HES7",2070,14,4,10,0,2,4
"ALOXE3",4171,0,6,4,6,0,6
"ALOX12B",2162,4,2,6,2,4,2
"LOC101121438",1114,0,0,0,0,0,0
"LOC101105671",305,0,0,2,2,0,2
"ALOX15B",3185,8,2,2,0,0,2
"GUCY2D",6542,0,2,0,4,2,2
"CNTROB",4127,1225,833,1086,404,584,496
"TRAPPC1",777,524,442,523,205,330,354
"KCNAB3",2389,6,4,10,12,8,10
"LOC101120178",3908,176,144,138,76,74,53
"CHD3",7086,4256,2852,3948,2189,3037,2865
"LOC101105010",3674,484,374,495,214,374,338
"NAA38",915,53,16,63,24,46,62
"TMEM88",839,22,6,2,30,60,52
"KDM6B",6205,1335,991,1289,1313,1615,1558
"DNAH2",14287,110,58,52,66,32,77
"EFNB3",2028,163,137,127,157,178,191
"WRAP53",2178,1178,904,1219,633,772,685
"TP53",2141,3734,2978,3731,2281,2992,2716
"ATP1B2",2752,91,86,149,88,138,132
"SHBG",1876,324,256,336,154,217,146
"SAT2",811,80,38,67,44,38,58
"FXR2",3113,2334,1740,2240,1454,1848,1856
"SOX15",1129,84,38,92,52,108,105
"MPDU1",1389,1607,1288,1677,667,958,940
"CD68",1780,573,442,469,1338,1775,1621
"EIF4A1",1514,20951,16711,21660,14245,19185,16889
"SENP3",2717,2860,2004,2913,1672,2241,2150
"TNFSF13",2364,34,54,40,42,90,67
"TNFSF12",1296,1022,744,835,492,635,566
"POLR2A",6536,8852,6584,9509,4777,6344,5776
"SLC35G6",3310,14,12,27,25,34,27
"ZBTB4",12826,2804,2003,2780,1138,1468,1248
"CHRNB1",2755,539,400,492,514,661,652
"FGF11",3800,68,56,68,23,36,42
"LOC101121359",3280,118,152,144,32,26,27
"LOC105607823",2399,0,4,4,0,4,14
"C11H17orf74",3088,8,4,16,12,34,22
"SPEM1",2199,301,266,286,208,248,240
"NLGN2",2640,630,465,600,322,420,475
"TMEM256",464,332,203,257,140,146,246
"PLSCR3",2006,1584,1201,1569,643,878,766
"TNK1",3283,236,137,276,152,226,218
"TMEM95",1307,42,24,38,34,73,61
"KCTD11",2594,720,474,562,163,233,226
"ACAP1",2768,415,268,326,188,258,192
"LOC105607811",1823,303,260,184,131,178,111
"NEURL4",5147,2105,1338,1929,742,1040,907
"GPS2",1517,373,268,318,194,241,242
"EIF5A",1306,4886,3563,4960,3821,5366,4992
"YBX2",1362,38,4,34,14,27,6
"SLC2A4",2775,83,60,62,25,34,28
"CLDN7",636,14,7,12,10,42,60
"ELP5",2089,1933,1391,1608,1096,1510,1441
"CTDNEP1",1706,3506,2530,2927,1638,1979,2048
"GABARAP",1405,15607,11365,13911,8884,11120,10880
"PHF23",1964,2327,1723,2267,1014,1463,1542
"DVL2",3082,1178,759,914,266,324,404
"ACADVL",2234,3408,2552,3618,1966,2694,2355
"DLG4",4708,609,411,618,307,450,430
"LOC101116157",1523,0,6,4,6,0,4
"ASGR2",1680,8,6,10,12,18,6
"LOC101117600",2062,0,0,0,4,0,0
"LOC101115136",717,1790,1235,1809,843,1291,1083
"SLC16A11",1667,18,4,18,14,11,16
"SLC16A13",2313,190,132,158,46,90,38
"BCL6B",3515,180,109,194,36,60,64
"LOC106991418",953,55,59,94,60,71,52
"C11H17orf49",953,863,687,962,643,795,656
"RNASEK",661,2815,2140,2898,1864,2467,2439
"ALOX12",3705,83,62,64,36,49,53
"LOC105607814",3405,18,28,26,23,31,36
"LOC101113251",3727,55,47,38,31,64,52
"LOC101116587",4045,596,359,501,130,164,128
"LOC105607815",3980,80,44,111,54,46,37
"LOC105616328",292,39,32,27,48,49,50
"ARRB2",1500,137,163,143,54,143,141
"PELP1",5232,2178,1407,2191,1209,1761,1581
"MED11",811,99,40,64,149,117,146
"CXCL16",1126,1226,822,1055,1774,2334,2203
"ZMYND15",4108,41,43,50,70,54,73
"TM4SF5",1386,19,16,18,22,44,23
"VMO1",759,203,76,92,128,140,186
"GLTPD2",1024,48,40,38,66,53,82
"PSMB6",855,5504,4591,5320,3646,4774,4710
"PLD2",3550,6248,4662,5829,2341,3201,2862
"MINK1",5125,4448,2757,4056,1814,2663,2617
"C11H17orf107",892,2,7,2,30,12,44
"CHRNE",1812,88,40,51,32,28,39
"LOC105607817",2194,374,288,332,247,294,278
"LOC105607816",1229,45,40,57,30,42,25
"GP1BA",9852,260,239,241,142,228,169
"SLC25A11",945,2786,1980,2650,1148,1399,1248
